virus tax id	virus name 	virusqueryname	virus lineage	host tax id	host name	hostlineage	source
1763	Magsby	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2591129	Mahavrat	Mycobacterium phage Mahavrat	"['Mycobacterium phage Mahavrat', 'unclassified Cheoctovirus', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2047873	Mahdia	Gordonia phage Mahdia	"['Gordonia phage Mahdia', 'Gordonia virus Mahdia', 'Gustavvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1775283	Maih	Streptomyces phage Maih	"['Streptomyces phage Maih', 'unclassified Woodruffvirus', 'Woodruffvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1911	Streptomyces griseus ATCC 10137	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2517959	Mainiac	Mycobacterium phage Mainiac	"['Mycobacterium phage Mainiac', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2499009	Maja	Arthrobacter phage Maja	"['Arthrobacter phage Maja', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1665	Arthrobacter globiformis B-2979	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2024296	Majeke	Mycobacterium phage Majeke	"['Mycobacterium phage Majeke', 'unclassified Fishburnevirus', 'Fishburnevirus', 'Pclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2652409	Makai	Arthrobacter phage Makai	"['Arthrobacter phage Makai', 'unclassified Gordonvirus', 'Gordonvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1665	Arthrobacter globiformis B-2979	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1873889	Makemake	Mycobacterium phage Makemake	"['Mycobacterium phage Makemake', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2599870	MalagasyRose	Mycobacterium phage MalagasyRose	"['Mycobacterium phage MalagasyRose', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2500574	Malec	Mycobacterium phage Malec	"['Mycobacterium phage Malec', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1821720	Malinsilva	Mycobacterium phage Malinsilva	"['Mycobacterium phage Malinsilva', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1567472	Malithi	Mycobacterium phage Malithi	"['Mycobacterium phage Malithi', 'Mycobacterium virus Malithi', 'Fishburnevirus', 'Pclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2592661	Malthus	Mycobacterium phage Malthus	"['Mycobacterium phage Malthus', 'unclassified bacterial viruses', 'unclassified viruses', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	MamaPearl	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1771959	Arthrobacter sp.  ATCC 21022	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2599871	Maminiaina	Mycobacterium phage Maminiaina	"['Mycobacterium phage Maminiaina', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897482	Mana	Mycobacterium phage Mana	"['Mycobacterium phage Mana', 'Mycobacterium virus Soto', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1486403	Manad	Mycobacterium phage Manad	"['Mycobacterium phage Manad', 'Mycobacterium virus Manad', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Manatee	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2484211	Manda	Mycobacterium phage Manda	"['Mycobacterium phage Manda', 'unclassified Kostyavirus', 'Kostyavirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2182320	Maneekul	Streptomyces phage Maneekul	"['Streptomyces phage Maneekul', 'unclassified Likavirus', 'Likavirus', 'Arquatrovirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	67384	Streptomyces xanthochromogenes NRRL B-5410	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Mangeria	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2484212	Mangethe	Mycobacterium phage Mangethe	"['Mycobacterium phage Mangethe', 'unclassified Fishburnevirus', 'Fishburnevirus', 'Pclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2599855	ManRay	Microbacterium phage ManRay	"['Microbacterium phage ManRay', 'unclassified Ilzatvirus', 'Ilzatvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2283297	Mantra	Mycobacterium phage Mantra	"['Mycobacterium phage Mantra', 'unclassified Cheoctovirus', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2053812	Manuel	Streptomyces phage Manuel	"['Streptomyces phage Manuel', 'unclassified Podoviridae', 'Podoviridae', 'Caudovirales', 'Viruses']"	1916	Streptomyces lividans JI 1326	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1211283	Marcell	Mycobacterium phage Marcell	"['Mycobacterium virus Marcell', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897445	Marcoliusprime	Mycobacterium phage Marcoliusprime	"['Mycobacterium phage Marcoliusprime', 'unclassified Timquatrovirus', 'Timquatrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2591217	Margaery	Microbacterium phage Margaery	"['Microbacterium phage Margaery', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	199592	Microbacterium paraoxydans NWU1	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2201428	Margaret	Gordonia phage Margaret	"['Gordonia phage Margaret', 'unclassified Emalynvirus', 'Emalynvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250414	MargaretKali	Arthrobacter phage MargaretKali	"['Arthrobacter phage MargaretKali', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897496	Margo	Mycobacterium phage Margo	"['Mycobacterium phage Margo', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Maria1952	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1771959	Arthrobacter sp.  ATCC 21022	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2488957	Maridalia	Gordonia phage Maridalia	"['Gordonia phage Maridalia', 'unclassified Nymphadoravirus', 'Nymphadoravirus', 'Nymbaxtervirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1792228	Marie	Mycobacterium phage Marie	"['Mycobacterium phage Marie', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2301558	Marietta	Gordonia phage Marietta	"['Gordonia phage Marietta', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae CAG3	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Mariokart	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2015863	Mariposa	Arthrobacter phage Mariposa	"['Arthrobacter phage Mariposa', 'unclassified Decurrovirus', 'Decurrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250423	Marius	Mycobacterium phage Marius	"['Mycobacterium phage Marius', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	MarkPhew	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2488787	Marley1013	Mycobacterium phage Marley1013	"['Mycobacterium phage Marley1013', 'unclassified Pipefishvirus', 'Pipefishvirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2301709	Maroc7	Mycobacterium phage Maroc7	"['Mycobacterium phage Maroc7', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1527516	MarQuardt	Mycobacterium phage MarQuardt	"['Mycobacterium phage MarQuardt', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2652423	Marshawn	Mycobacterium phage Marshawn	"['Mycobacterium phage Marshawn', 'unclassified Timquatrovirus', 'Timquatrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2590930	Marteena	Gordonia phage Marteena	"['Gordonia phage Marteena', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae CAG3	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1772307	Martha	Arthrobacter phage Martha	"['Arthrobacter phage Martha', 'Arthrobacter virus Martha', 'Marthavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2182355	Martin	Microbacterium phage Martin	"['Microbacterium phage Martin', 'unclassified Ilzatvirus', 'Ilzatvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1034139	Marvin	Mycobacterium phage Marvin	"['Mycobacterium phage Marvin', 'Mycobacterium virus Marvin', 'Marvinvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	MaryBeth	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	MarysWell	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	MaryV	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2603261	Mashley	Microbacterium phage Mashley	"['Microbacterium phage Mashley', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1933690	Maskar	Mycobacterium phage Maskar	"['Mycobacterium phage Maskar', 'Mycobacterium virus Oline', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897762	Massimo	Arthrobacter phage Massimo	"['Arthrobacter phage Massimo', 'unclassified Decurrovirus', 'Decurrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Matalotodo	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2182398	Mattes	Mycobacterium phage Mattes	"['Mycobacterium phage Mattes', 'unclassified Cheoctovirus', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Matzah	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	199592	Microbacterium paraoxydans NWU1	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2419961	Maureen	Arthrobacter phage Maureen	"['Arthrobacter phage Maureen', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1665	Arthrobacter globiformis B-2979	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1701799	Maverick	Mycobacterium phage Maverick	"['Mycobacterium phage Maverick', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1955423	Maxxinista	Mycobacterium phage Maxxinista	"['Mycobacterium phage Maxxinista', 'unclassified Kostyavirus', 'Kostyavirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2590931	Mayweather	Gordonia phage Mayweather	"['Gordonia phage Mayweather', 'unclassified Emalynvirus', 'Emalynvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	36822	Gordonia rubripertincta NRRL B-16540	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2517960	Mazhar510	Mycobacterium phage Mazhar510	"['Mycobacterium phage Mazhar510', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
