#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","BMX2_J05302_4/4TZP",,"PDT000358735.1","2018-04-30T18:10:48Z","Austria",,"environmental/other",,,,,"SAMN08391365","GCA_003074475.1","aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","BMX2_J05301_noTZP",,"PDT000358736.1","2018-04-30T18:12:42Z","Austria",,"environmental/other",,,,,"SAMN08391364","GCA_003074495.1","aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","NCTC9108","O108:H10","PDT000358752.1","2018-08-03T06:00:57Z",,"not available: to be reported later","environmental/other","not available",,,,"SAMEA3512671","GCA_900450375.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","NCTC9019","not available: to be reported later","PDT000358754.1","2018-08-03T06:03:55Z",,"not available: to be reported later","environmental/other","not available",,,,"SAMEA3512673","GCA_900450315.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","NCTC8006","O124:K72:H-","PDT000358759.1","2018-08-03T14:50:04Z","United Kingdom: Leicester","not available: to be reported later","environmental/other","not available",,,,"SAMEA3696434","GCA_900448095.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","NCTC9094","O94:H24","PDT000358769.1","2018-08-03T16:46:42Z",,"not available: to be reported later","environmental/other","not available",,,,"SAMEA4030740","GCA_900448175.1","aph(3')-I,blaGIL,catA","PDG000000004.1583"
"E.coli and Shigella","NCTC9706","O124 : k72(b17) : h-","PDT000358773.1","2018-08-03T17:39:48Z",,"not available: to be reported later","environmental/other","not available",,,,"SAMEA44517418","GCA_900450475.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","PSU-0762",,"PDT000359170.2","2018-10-24T22:28:00Z","USA:PA","Dog, (Canine)","environmental/other",,,,,"SAMN09772640",,"blaCMY,blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","FSIS11812511",,"PDT000359332.1","2018-08-08T01:22:15Z","USA:MD","animal-cattle-dairy cow","environmental/other",,,,,"SAMN09780230",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS11812508",,"PDT000359333.1","2018-08-08T01:22:15Z","USA:WI","animal-cattle-steer","environmental/other",,,,,"SAMN09780227",,"aph(3'')-Ib,aph(6)-Id,blaEC,floR,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812509",,"PDT000359334.1","2018-08-08T01:22:15Z","USA:SC","animal-swine-sow","environmental/other",,,,,"SAMN09780228",,"blaEC,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812514",,"PDT000359335.1","2018-08-08T01:22:15Z","USA:CO","animal-cattle-beef cow","environmental/other",,,,,"SAMN09780233",,"blaEC,tet(C)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812515",,"PDT000359336.1","2018-08-08T01:22:16Z","USA:WI","animal-cattle-steer","environmental/other",,,,,"SAMN09780234",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1606936",,"PDT000359338.1","2018-08-08T01:22:16Z","USA:CA","product-raw-intact-beef","environmental/other",,,,,"SAMN09780236",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS11812510",,"PDT000359339.1","2018-08-08T01:22:16Z","USA:MN","animal-cattle-beef cow","environmental/other",,,,,"SAMN09780229",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS11812513",,"PDT000359340.1","2018-08-08T01:22:16Z","USA:IN","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN09780232",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS11812507",,"PDT000359341.1","2018-08-08T01:22:16Z","USA:WI","animal-cattle-steer","environmental/other",,,,,"SAMN09780226",,"blaEC,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812512",,"PDT000359342.1","2018-08-08T01:22:17Z","USA:WI","animal-cattle-dairy cow","environmental/other",,,,,"SAMN09780231",,"blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000359621.1","2018-08-08T08:20:33Z","USA:CA",,"environmental/other",,,,,"SAMN09772618",,"blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000359622.1","2018-08-08T08:20:33Z","USA:CA",,"environmental/other",,,,,"SAMN09772617",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","SC401",,"PDT000359630.1","2018-08-06T17:40:47Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08463013","GCA_003357225.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC392",,"PDT000359639.1","2018-08-06T17:43:27Z","USA: St. Louis Clyde watershed of Lake Superior","Upshore outside the box","environmental/other",,,,,"SAMN08463004","GCA_003357425.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC386",,"PDT000359645.1","2018-08-06T17:44:59Z","USA: St. Louis Clyde watershed of Lake Superior","Upshore outside the box","environmental/other",,,,,"SAMN08462998","GCA_003357545.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC384",,"PDT000359648.1","2018-08-06T17:46:30Z","USA: St. Louis Clyde watershed of Lake Superior","Upshore outside the box","environmental/other",,,,,"SAMN08462996","GCA_003357605.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC382",,"PDT000359649.1","2018-08-06T17:46:44Z","USA: St. Louis Clyde watershed of Lake Superior","Upshore outside the box","environmental/other",,,,,"SAMN08462994","GCA_003357615.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC378",,"PDT000359653.1","2018-08-06T17:47:39Z","USA: St. Louis Clyde watershed of Lake Superior","Waterline","environmental/other",,,,,"SAMN08462990","GCA_003357705.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC375",,"PDT000359656.1","2018-08-06T17:48:36Z","USA: St. Louis Clyde watershed of Lake Superior","Waterline","environmental/other",,,,,"SAMN08462987","GCA_003357765.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC374",,"PDT000359657.1","2018-08-06T17:48:48Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462986","GCA_003357785.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC371",,"PDT000359660.1","2018-08-06T17:49:38Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462983","GCA_003357845.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC366",,"PDT000359665.1","2018-08-06T17:51:20Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462978","GCA_003357945.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC357",,"PDT000359675.1","2018-08-06T17:54:46Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462969","GCA_003358165.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC356",,"PDT000359677.1","2018-08-06T17:54:51Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462968","GCA_003358185.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2","PDG000000004.1583"
"E.coli and Shigella","SC352",,"PDT000359679.1","2018-08-06T17:55:59Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462964","GCA_003358245.1","aac(3)-IId,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA12,sul2","PDG000000004.1583"
"E.coli and Shigella","SC353",,"PDT000359681.1","2018-08-06T17:56:10Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462965","GCA_003358265.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC328",,"PDT000359696.1","2018-08-06T18:03:05Z","USA: St. Louis Clyde watershed of Lake Superior","Waterline","environmental/other",,,,,"SAMN08462940","GCA_003358715.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC316",,"PDT000359697.1","2018-08-06T18:04:54Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462934","GCA_003358805.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC318",,"PDT000359698.1","2018-08-06T18:04:59Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462935","GCA_003358795.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC319",,"PDT000359699.1","2018-08-06T18:05:13Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462936","GCA_003358845.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC320",,"PDT000359700.1","2018-08-06T18:05:16Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462937","GCA_003358835.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC309",,"PDT000359701.1","2018-08-06T18:06:14Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462930","GCA_003358875.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC313",,"PDT000359702.1","2018-08-06T18:06:53Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462932","GCA_003358895.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC307",,"PDT000359703.1","2018-08-06T18:07:02Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462929","GCA_003358915.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC314",,"PDT000359704.1","2018-08-06T18:07:20Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462933","GCA_003358935.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC312",,"PDT000359705.1","2018-08-06T18:07:23Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462931","GCA_003358945.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SC305",,"PDT000359706.1","2018-08-06T18:07:46Z","USA: St. Louis Clyde watershed of Lake Superior","surface water","environmental/other",,,,,"SAMN08462928","GCA_003358975.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","SC303",,"PDT000359707.1","2018-08-06T18:07:52Z","USA: St. Louis Clyde watershed of Lake Superior","Upshore outside the box","environmental/other",,,,,"SAMN08462927","GCA_003358995.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","1-RC-17-04352",,"PDT000359873.1","2018-08-06T19:54:53Z","USA: Milwaukee","Sink","environmental/other",,,,,"SAMN09694013","GCA_003363055.1","bla,blaCAR,blaKPC-2,blaTEM,catA,fosA,oqxB","PDG000000004.1583"
"E.coli and Shigella","AG18-0015",,"PDT000360063.1","2018-08-08T20:28:57Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784506",,"blaEC-5","PDG000000004.1583"
"E.coli and Shigella","AG18-0014",,"PDT000360066.1","2018-08-08T20:28:57Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784503",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA5,ere(A),sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","AG18-0012",,"PDT000360068.1","2018-08-08T20:28:58Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784505",,"blaEC,blaTEM-1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","AG18-0009",,"PDT000360069.1","2018-08-08T20:28:58Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784500",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","AG18-0013",,"PDT000360073.1","2018-08-08T20:28:59Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784514",,"blaEC-5","PDG000000004.1583"
"E.coli and Shigella","AG18-0010",,"PDT000360076.1","2018-08-08T20:28:59Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784515",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","AG18-0006",,"PDT000360077.1","2018-08-08T20:28:59Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784509",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","AG18-0005",,"PDT000360078.1","2018-08-08T20:28:59Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784508",,"blaEC-5,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","AG18-0018",,"PDT000360082.1","2018-08-08T20:29:00Z","USA:OH","Canine Uterus","environmental/other",,,,,"SAMN09784507",,"blaEC-5","PDG000000004.1583"
"E.coli and Shigella","AG18-0011",,"PDT000360084.1","2018-08-08T20:29:01Z","USA:OH","Canine Uterus (Canis lupis)","environmental/other",,,,,"SAMN09784517",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS11812517",,"PDT000360088.1","2018-08-08T23:22:44Z","USA:IA","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN09784427",,"aac(3)-VIa,aadA1,blaEC,blaHER-3,qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812528",,"PDT000360094.1","2018-08-08T23:22:45Z","USA:GA","animal-chicken-young chicken","environmental/other",,,,,"SAMN09784438",,"aac(3)-VIa,aadA1,blaEC,qacE,qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812521",,"PDT000360100.1","2018-08-08T23:22:46Z","USA:VA","animal-chicken-young chicken","environmental/other",,,,,"SAMN09784431",,"blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","FSIS11812524",,"PDT000360104.1","2018-08-08T23:22:46Z","USA:NE","animal-cattle-heifer","environmental/other",,,,,"SAMN09784434",,"aph(3'')-Ib,aph(6)-Id,blaEC,floR,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812520",,"PDT000360134.1","2018-08-08T23:22:52Z","USA:AR","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN09784430",,"blaEC,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812526",,"PDT000360139.1","2018-08-08T23:22:53Z","USA:IA","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN09784436",,"aac(3)-VIa,aadA1,blaEC,blaHER-3,qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812519",,"PDT000360264.1","2018-08-08T23:23:18Z","USA:VA","animal-swine-market swine","environmental/other",,,,,"SAMN09784429",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS11812523",,"PDT000360268.1","2018-08-08T23:23:18Z","USA:KS","animal-cattle-heifer","environmental/other",,,,,"SAMN09784433",,"blaEC,blaTEM-1,qacG2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360976.1","2018-08-09T03:16:38Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811069","GCA_900499305.1","aac(3)-IV,aadA1,aadA2,aph(3')-Ia,aph(4)-Ia,blaEC,blaTEM-1,cmlA1,floR,mcr-1.1,mph(A),qacL,sul2,sul3,tet(A),tet(M)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360977.1","2018-08-09T03:19:16Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811070","GCA_900499325.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,mcr-1.1,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360978.1","2018-08-09T03:21:45Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811071","GCA_900499355.1","aadA1,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,bleO,cmlA1,dfrA12,mcr-1.1,oqxA,oqxB,qacL,sul2,sul3,tet(B),tet(M)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360979.1","2018-08-09T03:24:24Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811072","GCA_900499135.1","aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA17,mcr-1.1,qnrS1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360980.1","2018-08-09T03:27:15Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811073","GCA_900499285.1","aac(3)-II,aadA1,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA2,dfrA12,mcr-1.1,mph(A),qacEdelta1,qacL,qnrS1,sul1,sul3,tet(A),tet(M)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360981.1","2018-08-09T03:29:38Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811074","GCA_900499085.1","blaEC,mcr-1.1","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360982.1","2018-08-09T03:31:09Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811075","GCA_900499255.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA14,floR,mcr-1.1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360983.1","2018-08-09T03:33:41Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811076","GCA_900499345.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA5,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360984.1","2018-08-09T03:34:56Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811077","GCA_900499195.1","aph(3'')-Ib,aph(6)-Id,blaEC,dfrA14,sul2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360985.1","2018-08-09T03:36:17Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811078","GCA_900499125.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360986.1","2018-08-09T03:38:51Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811079","GCA_900499105.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360987.1","2018-08-09T03:39:41Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811080","GCA_900499185.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360988.1","2018-08-09T03:40:52Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811081","GCA_900499335.1","aadA1,aph(3')-Ia,blaEC-15,blaTEM-1,catA1,dfrA1,qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360989.1","2018-08-09T03:42:06Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811082","GCA_900499315.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360990.1","2018-08-09T03:44:37Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811083","GCA_900499095.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360991.1","2018-08-09T03:45:53Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811084","GCA_900499245.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360992.1","2018-08-09T03:47:10Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811085","GCA_900499205.1","aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360993.1","2018-08-09T03:49:24Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811086","GCA_900499115.1","aadA1,blaCTX-M-15,blaEC,blaTEM,dfrA1,qnrS1,sul2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360994.1","2018-08-09T03:51:59Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811087","GCA_900499235.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360995.1","2018-08-09T03:54:17Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811088","GCA_900499365.1","blaEC,blaTEM-1,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360996.1","2018-08-09T03:56:30Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811089","GCA_900499175.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360997.1","2018-08-09T03:58:40Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811090","GCA_900499275.1","aadA2,blaEC,lnu(F),qnrS1","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360998.1","2018-08-09T03:59:56Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811091","GCA_900499215.1","aph(3'')-Ib,aph(6)-Id,blaEC-5,blaTEM-1,sul2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000360999.1","2018-08-09T04:04:45Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811092","GCA_900499265.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361000.1","2018-08-09T04:07:21Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811093","GCA_900499295.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361001.1","2018-08-09T04:08:05Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811094","GCA_900499145.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361002.1","2018-08-09T04:09:07Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811095","GCA_900499225.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361003.1","2018-08-09T04:09:51Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811096","GCA_900499155.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361004.1","2018-08-09T04:12:31Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811097","GCA_900499165.1","blaEC,sul2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361005.1","2018-08-09T04:14:40Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811098","GCA_900499415.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361006.1","2018-08-09T04:16:45Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811099","GCA_900499435.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361007.1","2018-08-09T04:19:10Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811100","GCA_900499405.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA5,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361008.1","2018-08-09T04:19:55Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811101","GCA_900499395.1","aac(3)-IId,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361009.1","2018-08-09T04:24:25Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811102","GCA_900499445.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361010.1","2018-08-09T04:28:18Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811103","GCA_900499385.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361011.1","2018-08-09T04:30:36Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811104","GCA_900499425.1","aadA5,blaCTX-M-55,blaEC,dfrA17,sul2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361012.1","2018-08-09T04:32:10Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811105","GCA_900499455.1","blaEC,blaTEM-30","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361013.1","2018-08-09T04:35:39Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811106","GCA_900499375.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361014.1","2018-08-09T04:40:53Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811107","GCA_900499465.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,dfrA5,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361015.1","2018-08-09T04:43:45Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811108","GCA_900499535.1","blaEC,blaTEM-30","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361016.1","2018-08-09T04:44:30Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811109","GCA_900499505.1","blaEC,blaTEM-1,dfrA1,sul2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361017.1","2018-08-09T04:47:51Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811110","GCA_900499475.1","aadA2,blaCARB-2,blaEC-5,ere(B),qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361018.1","2018-08-09T04:49:05Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811111","GCA_900499485.1","aac(3)-IId,aadA2,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA12,dfrA17,qacEdelta1,sul1,sul2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361019.1","2018-08-09T04:51:47Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811112","GCA_900499515.1","blaEC-5,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361021.1","2018-08-09T04:55:58Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811114","GCA_900499525.1","blaEC","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361022.1","2018-08-09T04:59:29Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811115","GCA_900499495.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361023.1","2018-08-09T05:01:35Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811116","GCA_900499555.1","aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA12,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361024.1","2018-08-09T05:03:36Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811117","GCA_900499665.1","blaEC,blaTEM-1,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361026.1","2018-08-09T05:08:04Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811119","GCA_900499575.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA1,blaCTX-M-15,blaEC,blaOXA-1,blaTEM-1,catB3,dfrA1,erm(B),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000361027.1","2018-08-09T05:08:57Z","France","Rectal swab","environmental/other",,,,,"SAMEA4811120","GCA_900499625.1","aadA1,blaEC-5,blaTEM-1,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","PSU-0916",,"PDT000362324.1","2018-08-13T22:40:04Z","USA:IA","Cow, (Bovine)","environmental/other",,,,,"SAMN09060956",,"blaCMY-59,blaEC,blaTEM-1,qnrB19","PDG000000004.1583"
